Time (s),OUT (V),IN (V),hand (V)
0.01104750260416667,-0.16493561655472,-0.416283152663818,0.01096499950412654
0.01104752760416667,-0.1627426160390832,-0.4183399714622321,0.01096499950412654
0.01104755260416667,-0.1671286170701682,-0.4183399714620104,0.01096499950412654
0.01104757760416667,-0.1649356165546831,-0.4101126962689228,0.01096499950412654
0.01104760260416667,-0.1649356165546202,-0.412169515067074,0.01096499950412654
0.01104762760416667,-0.1627426160391351,-0.4059990586722583,0.01096499950412654
0.01104765260416667,-0.1627426160390882,-0.4080558774704666,0.01096499950412654
0.01104767760416667,-0.1649356165545834,-0.4101126962688143,0.01096499950412654
0.01104770260416667,-0.1627426160390982,-0.4101126962688143,0.01096499950412654
0.01104772760416667,-0.1583566150080223,-0.4039422398737488,0.01096499950412654
0.01104775260416667,-0.1627426160389925,-0.4039422398737488,0.01096499950412654
0.01104777760416667,-0.1627426160390613,-0.4059990586721218,0.01096499950412654
0.01104780260416667,-0.1605496155235762,-0.4080558774703937,0.01096499950412654
0.01104782760416667,-0.1583566150079395,-0.4039422398737619,0.01096499950412654
0.01104785260416667,-0.1583566150079884,-0.4018854210754985,0.01096499950412654
0.01104787760416667,-0.1605496155234735,-0.4059990586720423,0.01096499950412654
0.01104790260416667,-0.1605496155234765,-0.4039422398739172,0.01096499950412654
0.01104792760416667,-0.1583566150079914,-0.4162831526635486,0.01096499950412654
0.01104795260416667,-0.1561636144923626,-0.4080558774704628,0.01096499950405128
0.01104797760416667,-0.1583566150079325,-0.4101126962690023,-0.03040499465086542
0.01104800260416667,-0.1583566150079325,-0.416283152663818,0.01096499950371265
0.01104802760416667,-0.1517776134612518,-0.4059990586721807,0.01096499950412654
0.01104805260416667,-0.1539706139767369,-0.4101126962687245,0.01096499950412654
0.01104807760416667,-0.1561636144923436,-0.4101126962688143,0.01096499950412654
0.01104810260416667,-0.1539706139768595,-0.4101126962688143,0.01096499950412654
0.01104812760416667,-0.1561636144923476,-0.4080558774704694,0.01096499950412654
0.01104815260416667,-0.151777613461159,-0.405999058672104,0.01096499950412654
0.01104817760416667,-0.1495846129456739,-0.405999058672104,0.01096499950412654
0.01104820260416667,-0.1561636144923327,-0.4080558774705078,0.01096499950412654
0.01104822760416667,-0.1539706139768486,-0.4121695150670497,0.01096499950412654
0.01104825260416667,-0.1451986119144892,-0.4080558774704591,0.01096499950412654
0.01104827760416667,-0.1495846129456999,-0.3998286022771564,0.01096499950412654
0.01104830260416667,-0.151777613461185,-0.4039422398737002,0.01096499950412654
0.01104832760416667,-0.1495846129456001,-0.4059990586720348,0.01096499950412654
0.01104835260416667,-0.1473916124301159,-0.4018854210754929,0.01096499950412654
0.01104837760416667,-0.1473916124300741,-0.3977717834786526,-0.03040499465191894
0.01104840260416667,-0.1495846129455632,-0.3916013270838948,0.01096499950412654
0.01104842760416667,-0.1473916124300781,-0.3998286022769824,0.01096499950412654
0.01104845260416667,-0.1451986119144892,-0.3957149646801936,0.01096499950412654
0.01104847760416667,-0.1451986119144892,-0.3895445082853806,0.01096499950412654
0.01104850260416667,-0.1473916124300631,-0.3957149646803076,0.01096499950412654
0.01104852760416667,-0.1473916124300631,-0.3936581458820367,0.01096499950412654
0.01104855260416667,-0.1430056113989233,-0.3916013270836217,0.01096499950412654
0.01104857760416667,-0.1430056113989742,-0.3874876894869076,0.01096499950412654
0.01104860260416667,-0.1451986119144583,-0.3874876894869076,0.01096499950412654
0.01104862760416667,-0.1408126108833744,-0.3854308706885216,0.01096499950412654
0.01104865260416667,-0.1430056113988585,-0.3833740518902506,0.01096499950412654
0.01104867760416667,-0.1386196103677736,-0.3833740518901861,0.01096499950412654
0.01104870260416667,-0.1408126108834113,-0.3792604142933561,0.01096499950412654
0.01104872760416667,-0.1430056113988954,-0.3751467766968142,0.01096499950412654
0.01104875260416667,-0.1451986119143576,-0.3772035954951319,0.01096499950412654
0.01104877760416667,-0.1386196103679052,-0.3772035954951319,0.01096499950412654
0.01104880260416667,-0.1342336093366707,-0.3751467766967768,-0.03040499465180607
0.01104882760416667,-0.1408126108831261,-0.3751467766967768,0.01096499950277201
0.01104885260416667,-0.1430056113989064,-0.3751467766967768,0.01096499950412654
0.01104887760416667,-0.1342336093366747,-0.371033139100015,-0.03040499465109118
0.01104890260416667,-0.1364266098521588,-0.368976320301744,0.01096499950346808
0.01104892760416667,-0.1364266098522775,-0.3710331391000927,0.01096499950412654
0.01104895260416667,-0.1430056113987329,-0.3730899578983645,0.01096499950412654
0.01104897760416667,-0.1342336093366139,-0.3874876894868983,0.01096499950412654
0.01104900260416667,-0.1276546077900299,-0.3772035954950702,0.01096499950412654
0.01104902760416667,-0.1320406088209981,-0.3751467766967992,0.01096499950412654
0.01104905260416667,-0.1364266098521549,-0.3792604142935965,-0.03040499465139218
0.01104907760416667,-0.1342336093366697,-0.3854308706884122,0.01096499950318589
0.01104910260416667,-0.1254616072743503,-0.3730899578984337,0.01096499950412654
0.01104912760416667,-0.1298476083053205,-0.3751467766967057,0.01096499950412654
0.01104915260416667,-0.134233609336594,-0.3833740518901487,0.01096499950412654
0.01104917760416667,-0.1276546077898982,-0.3792604142935338,0.01096499950412654
0.01104920260416667,-0.1276546077898982,-0.3813172330918057,0.01096499950412654
0.01104922760416667,-0.1276546077898743,-0.3813172330918198,0.01096499950412654
0.01104925260416667,-0.1254616072743892,-0.3792604142935478,0.01096499950412654
0.01104927760416667,-0.1298476083054681,-0.3833740518901936,0.01096499950412654
0.01104930260416667,-0.1254616072743244,-0.377203595495246,0.01096499950412654
0.01104932760416667,-0.1254616072743244,-0.3813172330917898,0.01096499950412654
0.01104935260416667,-0.1254616072743593,-0.3792604142934871,0.01096499950412654
0.01104937760416667,-0.1276546077898444,-0.3792604142934871,0.01096499950412654
0.01104940260416667,-0.1254616072743064,-0.3813172330917917,0.01096499950412654
0.01104942760416667,-0.1210756062433202,-0.3689763203017113,0.01096499950412654
0.01104945260416667,-0.1254616072742905,-0.3689763203017113,0.01096499950412654
0.01104947760416667,-0.1232686067587505,-0.3730899578984216,0.01096499950412654
0.01104950260416667,-0.1232686067587505,-0.3730899578984216,0.01096499950412654
0.01104952760416667,-0.1210756062431566,-0.3689763203016552,0.01096499950412654
0.01104955260416667,-0.1188826057276715,-0.3628058639068395,0.01096499950412654
