Frequency (Hz),OUT (V),Phase (deg),IN (V),Phase (deg)
5498.662725225226,2.474727267448313e-05,97.9401187693159,3.239191714282731e-05,54.60040800206447
5520.657376126126,6.382336692496451e-05,118.1965311032195,4.439099930933016e-05,112.2317870112387
5542.652027027027,7.191504038977848e-05,125.5821295517278,5.788305391093641e-05,129.6827532060119
5564.646677927928,3.902157438387664e-05,146.399453118305,5.541820956611633e-05,137.6055007079215
5586.641328828829,2.234927553890141e-05,28.64086213911329,4.858979256985415e-05,163.5415462515143
5608.63597972973,1.526704329353872e-05,49.99992101868889,4.199875964751752e-05,22.18557034662243
5630.630630630631,1.992416620834387e-05,153.1571764281687,2.896431493139864e-05,77.92857212573927
5652.625281531531,5.502252916843049e-05,170.6921236429376,2.403549032220434e-05,149.2079557295691
5674.619932432433,5.735525322735449e-05,2.6537000006292,2.292257979540301e-05,44.14314848444895
5696.614583333333,2.397594763433583e-05,11.61057505568301,1.518232593102249e-05,92.83404392531382
5718.609234234234,1.561434411008235e-05,97.19923589140352,2.853250721249025e-05,66.86569468970571
5740.603885135135,3.179535092197308e-05,99.50552636890723,6.781143802980471e-05,75.67391947815739
5762.598536036036,2.91962300860517e-05,100.5429842161382,7.011983707219834e-05,70.05293996704647
5784.593186936937,2.218749215700458e-05,66.46395846061822,5.666325603999253e-05,47.13578530620247
5806.587837837837,2.432765605898102e-05,23.88073709504508,6.010972319590801e-05,26.91349979848306
5828.582488738739,2.090758898730124e-05,0.9322603123702355,5.939428715461802e-05,27.13021259302159
5850.577139639639,1.976386284610199e-05,26.5684555153154,4.143210061017339e-05,35.88122636595956
5872.571790540541,4.398707898437222e-05,59.39093684193735,1.026224396970656e-05,43.99311539172125
5894.566441441441,6.443693631371438e-05,67.01740374819126,1.865638141195546e-05,48.21526603223796
5916.561092342342,5.633678929687135e-05,64.98727026743607,2.889554224538642e-05,51.84071761256587
5938.555743243243,2.577093899923795e-05,59.30667235865789,3.071269492503288e-05,74.12140413792564
5960.550394144144,6.912927395656588e-06,56.46095866132855,3.568190378034936e-05,98.46068568761642
5982.545045045045,2.336532896230361e-05,62.09756964376672,2.806779895279346e-05,114.1344493420936
6004.539695945946,2.656659719156388e-05,83.84978025198845,1.586095212949057e-05,107.9491264570435
6026.534346846846,5.270605963606785e-05,129.8361186927721,2.653103704894104e-05,75.40530195226647
6048.528997747748,9.339521047849777e-05,142.975612625037,4.293613797386241e-05,65.93116646401532
6070.523648648648,5.818412508106748e-05,138.8186973017696,3.634488419820596e-05,42.38126263404528
6092.51829954955,2.039731430547346e-05,176.3326683935317,3.155573659187554e-05,152.5011380074495
6114.51295045045,3.329148366997959e-05,155.3894086249547,5.27666063956519e-05,126.4870416463889
6136.507601351352,4.041502334946548e-06,55.49701281312437,4.724628323381611e-05,140.7467646117597
6158.502252252252,2.23152488836347e-05,124.0967236218225,3.720325369299215e-05,16.5217096466614
6180.496903153153,7.717723031005851e-06,95.70076722125513,5.14290393134863e-05,48.65976342759551
6202.491554054054,3.603079411698318e-05,127.3934525092336,4.637504981922058e-05,46.15690297614523
6224.486204954955,6.935839713749545e-05,123.8345781401011,2.937664627270966e-05,24.20663267358615
6246.480855855856,5.258860171170048e-05,125.8602694675089,5.919569285250798e-06,54.40061749941772
6268.475506756757,7.408143367960655e-06,147.9300349824024,4.558192565423002e-05,19.67095197372142
6290.470157657657,1.481584961922078e-05,123.0546722868308,5.268192802726782e-05,16.90272628837393
6312.464808558559,3.094940880876913e-05,164.4818693143738,4.022757007662401e-05,5.94417589139317
6334.459459459459,4.797490681733057e-05,170.1816518857645,2.637230182521301e-05,160.6718870738425
6356.454110360361,2.290174065825372e-05,153.2602614374425,2.180281731207163e-05,74.3728128543035
6378.448761261261,2.274943743184368e-05,10.11245964566733,4.793288102779536e-05,40.86362190598567
6400.443412162162,4.609646130171922e-05,173.1428011502123,6.445732144049186e-05,35.43812639937747
6422.438063063063,5.676124469287047e-05,161.2436850397583,6.816608859508687e-05,20.41001547421726
6444.432713963964,4.597334708039624e-05,127.2658192006802,5.708825807965557e-05,163.0299127317598
6466.427364864865,5.505598638111289e-05,53.41044929129187,4.475480192482839e-05,101.5762817742464
6488.422015765766,7.358583380621443e-05,21.49569179115766,3.486720220152454e-05,49.0844760910201
6510.416666666667,5.596334797624706e-05,172.3842248214352,1.959600510691583e-05,113.9954550617708
6532.411317567567,5.134336037500576e-05,142.9877686881626,6.285081392893373e-05,78.37663525969457
6554.405968468468,4.547124670651829e-05,147.6638513683507,8.353091704240265e-05,79.42428042656375
6576.400619369369,2.929917346102665e-05,6.829019701725877,6.499279373517939e-05,78.33669838595972
6598.39527027027,3.185569349545071e-05,84.1407595021939,3.59781570041763e-05,29.58427043151708
6620.389921171171,5.539445235411795e-05,127.4489789183371,7.587374302244603e-05,162.432030035553
6642.384572072072,5.530746235735236e-05,144.5156660737964,8.337361132131681e-05,165.0674986042222
