Time (s),OUT (V),IN (V)
0.03119596736024231,0.7517385989553433,-0.1159876081041309
0.03119849236024232,0.01489042572238985,0.1123192785135992
0.03120101736024231,-0.0004605778866063493,0.3385693463323569
0.03120354236024232,-0.0004605778866123326,0.5463080449664084
0.03120606736024231,0.001732422628958553,0.7190808240280052
0.03120859236024232,0.001732422628845863,0.8568876835179955
0.03121111736024231,-0.250462636661806,0.9412172542504417
0.03121364236024231,-1.035556821237483,0.9761831738225455
0.03121616736024231,-1.035556821237483,0.9535581670406492
0.03121869236024231,-1.035556821237483,0.8753990527031535
0.03122121736024231,-1.035556821237483,0.7519899248018447
0.03122374236024231,-1.037749821753057,0.5812739645383673
0.03122626736024231,-1.028977819690762,0.381762541097918
0.03122879236024231,-0.1408126108837454,0.1596261108756629
0.03123131736024232,-0.002653578402185213,-0.07073759454042053
0.03123384236024231,-0.0004605778866143273,-0.2969876623591782
0.03123636736024232,-0.0004605778866133298,-0.5088399985900224
0.03123889236024231,-0.0004605778866133298,-0.6857264152482434
0.03124141736024232,-0.0004605778862004637,-0.8297037311333086
0.03124394236024231,0.9074416355601462,-0.9263742146558688
0.03124646736024232,1.045600668042126,-0.9675105906230559
0.03124899236024231,1.045600668042126,-0.9592833154296101
0.03125151736024231,1.045600668042126,-0.8955219326806294
0.03125404236024232,1.045600668042126,-0.7782832611741699
0.03125656736024231,1.045600668042126,-0.6199082137010395
0.03125909236024231,0.5192805443051136,-0.4265672466559193
0.03126161736024231,0.003925423144768847,-0.2106012728284631
0.03126414236024232,-0.0004605778866133298,0.02181925138597457
0.03126666736024231,-0.0004605778866133298,0.2501261380030846
0.03126919236024232,-0.0004605778866133298,0.464035293032296
0.03127171736024231,-0.0004605778866133298,0.6532626224807114
0.03127424236024232,-0.496078694406534,0.803410394760773
0.03127676736024231,-0.9895038104099834,0.9124217910734471
0.03127929236024232,-0.9895038104104321,0.9638422610324259
0.03128181736024231,-0.9895038104104321,0.9658990798307783
0.03128434236024231,-0.9895038104104321,0.9124217910734976
0.03128686736024232,-0.9895038104102047,0.805467213558871
0.03128939236024231,-0.8228357712268174,0.6532626224807975
0.03129191736024231,-0.0355485861368694,0.4640352930323821
0.03129444236024231,-0.0004605778866133298,0.2521829568015436
0.03129696736024232,-0.0004605778866133298,0.02387607018391069
0.03129949236024231,-0.0004605778866133298,-0.208544454029904
0.03130201736024232,-0.002653578402079503,-0.4265672466558313
0.03130454236024231,0.1157684494387483,-0.6199082137009516
0.03130706736024232,0.9184066381388414,-0.7782832611744925
0.03130959236024231,0.9184066381388414,-0.8955219326805228
0.03131211736024232,0.9184066381388414,-0.9613401342279979
0.03131464236024231,0.9184066381388414,-0.9695674094214073
0.03131716736024232,0.9184066381388414,-0.9284310334542678
0.03131969236024232,0.9184066381375688,-0.831760549931358
0.03132221736024231,0.2188394736707744,-0.6877832340467595
0.03132474236024231,0.001732422629256741,-0.5108968173884578
0.03132726736024231,0.001732422628960548,-0.2969876623592811
0.03132979236024232,-0.000460577886610338,-0.07279441333825282
0.03133231736024231,0.00173242262895955,0.1596261108754562
0.03133484236024232,-0.0004605778871558399,0.3817625410981013
0.03133736736024231,-0.5969567181224368,0.5833307833366308
0.03133989236024232,-0.7855547624620615,0.7519899248019569
0.03134241736024231,-0.7855547624620615,0.8753990527030975
0.03134494236024232,-0.7855547624620615,0.9515013482423044
0.03134746736024231,-0.7855547624620615,0.9741263550241802
0.03134999236024232,-0.7855547624619159,0.9412172542504801
0.03135251736024232,-0.4653766871874376,0.8568876835177103
0.03135504236024231,-0.004846578917761085,0.7211376428265174
0.03135756736024231,-0.0004605778866193138,0.5483648637649207
0.03136009236024231,-0.0004605778866133298,0.340626165130815
0.03136261736024232,-0.0004605778866163216,0.1143760973114343
0.03136514236024231,-0.002653578402187207,-0.115987608104028
0.03136766736024231,0.2473484803727801,-0.3422376759226828
0.03137019236024231,0.6508605752386448,-0.5458627369601615
0.03137271736024232,0.6508605752388263,-0.7206923348205653
0.03137524236024231,0.6486675747232554,-0.8564423755118199
0.03137776736024232,0.6486675747232544,-0.9407719462444745
0.03138029236024231,0.6486675747232544,-0.9757378658164485
0.03138281736024232,0.5960355623492291,-0.9531128590345389
0.03138534236024231,0.04120643190979489,-0.8770105634955022
0.03138786736024231,-0.0004605778866133298,-0.7515446167956933
0.03139039236024231,-0.0004605778866133298,-0.5849422941292293
0.03139291736024231,-0.0004605778866133298,-0.3874876894869076
0.03139544236024232,-0.002653578402202166,-0.1653512592642401
0.03139796736024231,-0.01361858098005659,0.06295562735286991
0.03140049236024231,-0.4587976856409464,0.2912625139699799
0.03140301736024231,-0.4609906861571266,0.5031148502007753
0.03140554236024232,-0.4609906861571256,0.6861717232546108
0.03140806736024231,-0.4587976856415547,0.8301490391392748
0.03141059236024232,-0.4587976856415537,0.9268195226620735
0.03141311736024231,-0.4587976856415537,0.9720695362258044
0.03141564236024232,-0.1561636144922878,0.9617854422340398
0.03141816736024231,-0.000460577886754937,0.8959672406867649
0.03142069236024232,0.001732422628960548,0.7828422067770979
0.03142321736024231,0.001732422628960548,0.6203535217072629
0.03142574236024231,0.001732422628960548,0.4270125546617312
0.03142826736024232,-0.0004605778863650118,0.206932943237416
0.03143079236024231,0.1815584649060185,-0.02343076217804634
0.03143331736024231,0.2890154901689919,-0.2517376487951564
0.03143584236024231,0.2890154901691385,-0.4677036226227584
0.03143836736024232,0.2890154901691385,-0.6528173144748604
0.03144089236024231,0.2890154901691385,-0.8050219055529337
0.03144341736024232,0.2868224896534889,-0.9140333018658725
0.03144594236024231,0.2034884700617952,-0.9654537718246811
0.03144846736024232,0.006118423660105311,-0.9675105906230345
0.03145099236024231,-0.0004605778866073459,-0.9119764830675211
0.03145351736024232,-0.0004605778866133298,-0.809135543149643
0.03145604236024231,-0.0004605778866133298,-0.6548741332732173
0.03145856736024231,-0.0004605778866173189,-0.4677036226226621
0.03146109236024232,-0.009232579948983634,-0.2558512863918639
0.03146361736024231,-0.06405759283825578,-0.02548758097640149
0.03146614236024231,-0.0618645923226849,0.2028193056407085
0.03146866736024231,-0.06186459232268191,0.4228989170650209
0.03147119236024232,-0.06186459232267891,0.6182967029089789
0.03147371736024231,-0.05967159180710902,0.7787285691803887
0.03147624236024232,-0.05747859129148827,0.895967240686763
0.03147876736024231,-0.007039579433357902,0.9597286234356857
0.03148129236024232,0.001732422628960548,0.9700127174274549
0.03148381736024231,0.001732422628960548,0.9309331602587781
0.03148634236024232,0.00173242262895955,0.8322058579376309
0.03148886736024231,-0.0004605778866113353,0.6902853608513193
0.03149139236024232,-0.0004605778866671819,0.5072284877974875
0.03149391736024232,-0.1188826057276067,0.2994897891633004
0.03149644236024231,-0.1210756062431766,0.07323972134464565
0.03149896736024231,-0.1210756062431766,-0.1612376216675214
0.03150149236024231,-0.1210756062431766,-0.3833740518901974
0.03150401736024232,-0.1210756062431766,-0.5808286565325189
0.03150654236024231,-0.1210756062431766,-0.747430979198983
0.03150906736024231,-0.04651358871380039,-0.8728969258984945
0.03151159236024231,-0.0004605778866342697,-0.951056040236183
0.03151411736024232,-0.002653578402187207,-0.9716242282197437
0.03151664236024231,-0.002653578402187207,-0.942828765042811
0.03151916736024232,-0.002653578402187207,-0.8564423755118208
0.03152169236024231,-0.002653578402187207,-0.7227491536189186
0.03152421736024232,0.1925234674839567,-0.549976374556871
0.03152674236024232,0.3438405030584855,-0.3442944947210417
0.03152926736024231,0.3438405030584855,-0.1201012457006326
0.03153179236024231,0.3438405030584855,0.1123192785130764
0.03153431736024231,0.3438405030584855,0.3365125275341047
0.03153684236024232,0.3416475025428188,0.5401375885715085
0.03153936736024231,0.2736644865601214,0.7190808240281623
0.03154189236024231,0.003925423145025086,0.8507172271226523
0.03154441736024231,-0.0004605778866113349,0.939160435452123
0.03154694236024232,0.001732422628960548,0.9741263550241821
0.03154946736024231,0.001732422628960548,0.9535581670406585
0.03155199236024232,0.0017324226288688,0.8795126902997479
0.03155451736024231,-0.09914560108734607,0.7519899248019607
0.03155704236024232,-0.5092366974997529,0.587444420933342
0.03155956736024231,-0.5092366974997529,0.3879329974931648
0.03156209236024232,-0.5092366974997539,0.1637397484721674
0.03156461736024231,-0.5114296980153238,-0.06662395694319018
0.03156714236024231,-0.5114296980153268,-0.2969876623592811
0.03156966736024232,-0.5114296980147494,-0.5047263609934008
0.03157219236024231,-0.08818059850956843,-0.6877832340467595
0.03157471736024231,-0.002653578402303888,-0.8297037311330711
0.03157724236024231,-0.002653578402187207,-0.9263742146559127
0.03157976736024232,-0.0004605778866133298,-0.9716242282197606
0.03158229236024231,-0.0004605778866133298,-0.9613401342279988
0.03158481736024232,-0.000460577886094754,-0.897578751478878
0.03158734236024231,0.5697195561623356,-0.7803400799727944
0.03158986736024232,0.6947205855503058,-0.6219650324993077
0.03159239236024231,0.6947205855503058,-0.4306808842525398
0.03159491736024232,0.6947205855503058,-0.210601272828261
0.03159744236024231,0.6947205855503058,0.017705613788849
0.03159996736024231,0.6969135860658797,0.2480693192048333
0.03160249236024232,0.3855075128538685,0.4640352930323793
0.03160501736024231,0.003925423144534425,0.6512058036824424
0.03160754236024231,-0.0004605778866073459,0.8054672135588681
0.03161006736024231,0.001732422628960548,0.9103649722751911
0.03161259236024232,0.001732422628960548,0.965899079830782
0.03161511736024231,0.001732422628960548,0.9679558986291343
0.03161764236024232,-0.3732706655345814,0.9124217910734509
0.03162016736024231,-0.822835771226613,0.8075240323574814
0.03162269236024232,-0.8228357712268174,0.6553194412789843
0.03162521736024231,-0.8228357712268174,0.4702057494273577
0.03162774236024232,-0.8228357712268174,0.2542397755997949
0.03163026736024231,-0.8228357712268174,0.02593288898268487
0.03163279236024231,-0.7219577475101068,-0.2023739976350453
0.03163531736024232,-0.03554858613575049,-0.4245104278575641
0.03163784236024231,-0.002653578402187207,-0.6178513949026844
0.03164036736024231,-0.004846578917758092,-0.778283261174167
0.03164289236024231,-0.002653578402187207,-0.8955219326806294
0.03164541736024232,-0.0004605778865175928,-0.9592833154296559
0.03164794236024231,0.06971543861171883,-0.9716242282197642
0.03165046736024232,0.9469156448412998,-0.9284310334542257
0.03165299236024231,0.9447226443257288,-0.8338173687300179
0.03165551736024232,0.9447226443257298,-0.6918968716433032
0.03165804236024231,0.9469156448412998,-0.508839998590028
0.03166056736024232,0.9469156448413018,-0.3011012999558876
0.03166309236024231,0.9469156448413018,-0.07279441333877754
0.03166561736024232,0.2780504875911434,0.1575692920773077
0.03166814236024232,0.001732422628956559,0.3797057222999294
0.03167066736024231,-0.0004605778866133298,0.5812739645383673
0.03167319236024231,0.001732422628957556,0.7458194684065548
0.03167571736024231,0.001732422628960548,0.8753990527031535
0.03167824236024232,0.001732422627982235,0.9494445294439726
0.03168076736024231,-0.7153787459636973,0.9741263550242008
0.03168329236024231,-1.007047814534493,0.9412172542505782
0.03168581736024231,-1.007047814535023,0.8548308647196414
0.03168834236024232,-1.007047814535023,0.7231944616247136
0.03169086736024231,-1.007047814535023,0.5483648637647645
0.03169339236024232,-1.007047814534862,0.3426829839290691
0.03169591736024231,-0.65397473152795,0.1205465537070161
0.03169844236024232,-0.00923257994890485,-0.1118739705074197
0.03170096736024231,-0.0004605778866213078,-0.336067219527825
0.03170349236024231,-0.0004605778866133298,-0.5417490993636225
0.03170601736024231,-0.0004605778866133298,-0.7145218784251406
0.03170854236024231,-0.002653578402187207,-0.8523287379151713
0.03171106736024232,0.3482265040905905,-0.9407719462444848
0.03171359236024231,1.049986669073274,-0.9716242282197699
0.03171611736024231,1.049986669073274,-0.9531128590346072
0.03171864236024231,1.049986669073274,-0.8790673822938219
0.03172116736024232,1.049986669073274,-0.7536014355939726
0.03172369236024231,1.049986669073274,-0.5869991129274328
0.03172621736024232,0.9995476572142431,-0.3895445082850626
0.03172874236024231,0.08506644222159954,-0.1694648968614621
0.03173126736024232,-0.0004605778866133298,0.06295562735297373
0.03173379236024231,-0.0004605778866133298,0.2912625139700837
0.03173631736024232,-0.0004605778866123326,0.5010580314026007
0.03173884236024231,0.001732422628958553,0.6861717232543116
0.03174136736024231,-0.0004605778866133298,0.8280922203409852
0.03174389236024232,-0.9982758124727724,0.9268195226620883
0.03174641736024231,-1.031170820206336,0.9679558986291352
0.03174894236024231,-1.028977819690765,0.9597286234357258
0.03175146736024231,-1.028977819690762,0.8980240594850883
0.03175399236024232,-1.028977819690762,0.7807853879786727
0.03175651736024231,-1.028977819690762,0.6224103405055423
0.03175904236024232,-0.4061656732674137,0.4290693734598881
0.03176156736024231,-0.002653578402370738,0.2110465808345398
0.03176409236024232,0.001732422628960548,-0.01726030578308565
0.03176661736024231,0.001732422628960548,-0.247624011198548
0.03176914236024232,-0.0004605778866133298,-0.4615331662277781
0.03177166736024231,-0.0004605778866133298,-0.6487036768778414
0.03177419236024231,0.5894565608029433,-0.8029650867546964
0.03177671736024232,0.9929686556683502,-0.9099196642691911
0.03177924236024231,0.9907756551527793,-0.9654537718247045
0.03178176736024231,0.9907756551527793,-0.9654537718247045
0.03178429236024231,0.9907756551527793,-0.9160901206641809
0.03178681736024232,0.9907756551525579,-0.8091355431495747
0.03178934236024231,0.7473525979241896,-0.6569309520715014
0.03179186736024232,0.01927642675353362,-0.4738740790176256
0.03179439236024231,-0.0004605778866043526,-0.2558512863922773
0.03179691736024232,-0.0004605778866133298,-0.02960121857290227
0.03179944236024231,-0.0004605778866133298,0.2007624868424553
0.03180196736024232,-0.0004605778867050778,0.4187852794683995
0.03180449236024231,-0.2022166253192265,0.6141830653118719
0.03180701736024232,-0.8930117877251804,0.7766717503821589
0.03180954236024232,-0.8908187872096076,0.8918536030901182
0.03181206736024231,-0.8908187872096076,0.9597286234357146
0.03181459236024231,-0.8908187872096076,0.9700127174274764
0.03181711736024231,-0.8908187872096076,0.9288763414603874
0.03181964236024232,-0.8842397856618538,0.8342626767358542
0.03182216736024231,-0.1276546077902423,0.6902853608512557
0.03182469236024232,-0.0004605778866133298,0.5113421253941014
0.03182721736024231,-0.0004605778866133298,0.3015466079621626
0.03182974236024232,0.001732422628958553,0.07323972134443801
0.03183226736024231,-0.0004605778866123324,-0.155067165272672
0.03183479236024232,-0.0004605778863101625,-0.3792604142935778
0.03183731736024231,0.6662115788472391,-0.578771837733755
0.03183984236024232,0.780247605657687,-0.7474309791991158
0.03184236736024232,0.780247605657691,-0.8728969258988575
0.03184489236024231,0.7824406061732609,-0.9469424026395081
0.03184741736024231,0.7824406061732609,-0.9716242282197363
0.03184994236024231,0.7824406061732609,-0.9387151274460875
0.03185246736024232,0.3986655159472939,-0.8564423755116992
0.03185499236024231,0.003925423144534425,-0.722749153618797
0.03185751736024231,-0.0004605778866053518,-0.5499763745572788
0.03186004236024231,-0.0004605778866133298,-0.3484081323182515
0.03186256736024232,-0.0004605778866133298,-0.1221580644988858
0.03186509236024231,-0.0004605778866133298,0.1061488221182242
0.03186761736024232,-0.2987086480049459,0.3323988899375833
0.03187014236024231,-0.6123077217314399,0.5401375885710754
0.03187266736024232,-0.6123077217317241,0.7149671864315137
0.03187519236024231,-0.6101147212161533,0.8507172271227683
0.03187771736024232,-0.6101147212161513,0.9391604354521791
0.03188024236024231,-0.6101147212161513,0.974126355024153
0.03188276736024231,-0.5114296980153268,0.9535581670406492
0.03188529236024232,-0.02239058304232219,0.8774558715013432
0.03188781736024231,-0.0004605778866133298,0.7561035623985549
0.03189034236024231,-0.0004605778866133298,0.5874444209336629
0.03189286736024231,-0.0004605778866133298,0.3879329974930741
0.03189539236024232,-0.0004605778865694503,0.1678533860687711
0.03189791736024231,0.04778543345599003,-0.06456713814504361
0.03190044236024232,0.4512975283216075,-0.2908172059644102
0.03190296736024231,0.4534905288371773,-0.5047263609929566
0.03190549236024232,0.4534905288371793,-0.6816127776517603
0.03190801736024231,0.4534905288371793,-0.8276469123347767
0.03191054236024232,0.4534905288371793,-0.9263742146559764
0.03191306736024231,0.4534905288371793,-0.9695674094213754
0.03191559236024231,0.1157684494388022,-0.9633969530263493
0.03191811736024232,-0.0004605778866163216,-0.8975787514788303
0.03192064236024231,-0.002653578402187207,-0.7844537175694514
0.03192316736024231,-0.002653578402187207,-0.626078670096321
0.03192569236024231,-0.0004605778866133298,-0.4327377030507209
0.03192821736024232,-0.0004605778867708971,-0.2167717292232208
0.03193074236024231,-0.1737076186168709,0.01359197619224159
0.03193326736024232,-0.239497634084164,0.2418988628099643
0.03193579236024231,-0.2373046335685931,0.4578648366369603
0.03193831736024232,-0.239497634084165,0.6491489848841555
0.03194084236024231,-0.2373046335685941,0.7992967571638765
0.03194336736024232,-0.2394976340841221,0.9083081534768611
0.03194589236024231,-0.1430056113990031,0.9638422610323745
0.03194841736024231,-0.00484657891775909,0.9658990798307577
0.03195094236024232,-0.0004605778866133298,0.9165354286701106
0.03195346736024231,-0.0004605778866133298,0.8095808511557888
0.03195599236024231,-0.0004605778866133298,0.6594330788760678
0.03195851736024231,-0.0004605778866133298,0.4702057494271893
0.03196104236024232,0.01269742520689276,0.2583534131962976
0.03196356736024231,0.05875043603386042,0.03004652657929135
0.03196609236024232,0.05655743551830748,-0.2023739976351425
0.03196861736024231,0.05655743551830748,-0.4203967902604909
0.03197114236024232,0.05655743551830748,-0.6137377573061199
0.03197366736024231,0.05655743551830748,-0.7741696235775297
0.03197619236024232,0.05436443500271267,-0.89140829508395
0.03197871736024231,0.008311424175724065,-0.9592833154295773
0.03198124236024232,-0.0004605778866133298,-0.969567409421397
0.03198376736024232,-0.0004605778866133298,-0.9304878522524949
0.03198629236024231,-0.0004605778866133298,-0.8358741875283301
0.03198881736024231,-0.0004605778866133298,-0.6918968716436661
0.03199134236024231,0.001732422628960548,-0.5150104549849269
0.03199386736024232,0.1771724638748647,-0.3052149375523902
0.03199639236024231,0.172786462843725,-0.07690805093538403
0.03199891736024232,0.172786462843723,0.1555124732790536
0.03200144236024231,0.172786462843723,0.3776489035011067
0.03200396736024232,0.172786462843721,0.5751035081434572
0.03200649236024231,0.1705934623281501,0.7458194684067017
0.03200901736024232,0.05875043603385444,0.8712854151064788
0.03201154236024231,-0.0004605778865594753,0.9494445294438679
0.03201406736024232,0.001732422628960548,0.9741263550241868
0.03201659236024232,0.001732422628956559,0.94327407304872
0.03201911736024231,-0.0004605778866133298,0.8589445023162506
0.03202164236024231,-0.0004605778866133298,0.7231944616250577
0.03202416736024231,-0.2351116330530182,0.5524785013613952
0.03202669236024232,-0.3491476598628598,0.3467966215255746
0.03202921736024231,-0.3491476598628598,0.1226033725051692
0.03203174236024231,-0.3491476598628598,-0.1077603329101884
0.03203426736024231,-0.3513406603784327,-0.3360672195279251
0.03203679236024232,-0.3513406603783359,-0.5396922805653477
0.03203931736024231,-0.2438836351153626,-0.7145218784252968
0.03204184236024232,-0.0004605778866133298,-0.8502719191168947
0.03204436736024231,-0.0004605778866133298,-0.9366583086476538
0.03204689236024232,-0.0004605778866133298,-0.9716242282197615
0.03204941736024231,-0.0004605778866133298,-0.9531128590345904
0.03205194236024232,-0.0004605778865405298,-0.8790673822937312
0.03205446736024231,0.1596284597500613,-0.7536014355942954
0.03205699236024231,0.5521755520380038,-0.5890559317257122
0.03205951736024232,0.5543685525535776,-0.3916013270833121
0.03206204236024231,0.5543685525535776,-0.1674080780629068
0.03206456736024231,0.5543685525535776,0.06089880855420329
0.03206709236024231,0.5543685525535776,0.2892056951718324
0.03206961736024232,0.5434035499752675,0.5010580314026812
0.03207214236024231,0.05875043603410174,0.6820580856576872
0.03207466736024232,-0.0004605778866133298,0.8260354015427198
0.03207719236024231,-0.0004605778866133298,0.9247627038636324
0.03207971736024232,0.001732422628960548,0.9720695362258418
0.03208224236024231,0.001732422628960548,0.9638422610324324
0.03208476736024232,0.001732422628665358,0.8980240594850089
0.03208729236024231,-0.6473957299803168,0.78489902557563
0.03208981736024231,-0.7022207428702542,0.6265239781021806
0.03209234236024232,-0.7022207428702542,0.4331830110564993
0.03209486736024231,-0.7022207428702542,0.2151602184311509
0.03209739236024231,-0.7022207428702542,-0.01520348698431148
